State,URL,WEBSITE,AcLevNum,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",3,Level 3,Minimal,Mar-17-2018,11,2017-18
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",2,Level 2,Minimal,Mar-24-2018,12,2017-18
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",2,Level 2,Minimal,Mar-31-2018,13,2017-18
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",1,Level 1,Minimal,Apr-07-2018,14,2017-18
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",2,Level 2,Minimal,Apr-14-2018,15,2017-18
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",1,Level 1,Minimal,Apr-21-2018,16,2017-18
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",2,Level 2,Minimal,Apr-28-2018,17,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,1,Level 1,Minimal,Apr-28-2018,17,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,1,Level 1,Minimal,Apr-21-2018,16,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,1,Level 1,Minimal,Apr-14-2018,15,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,1,Level 1,Minimal,Apr-07-2018,14,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,1,Level 1,Minimal,Mar-31-2018,13,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,1,Level 1,Minimal,Mar-24-2018,12,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,1,Level 1,Minimal,Mar-17-2018,11,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,4,Level 4,Low,Mar-10-2018,10,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,9,Level 9,High,Mar-03-2018,9,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,9,Level 9,High,Feb-24-2018,8,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,10,Level 10,High,Feb-17-2018,7,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,10,Level 10,High,Feb-10-2018,6,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,10,Level 10,High,Feb-03-2018,5,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,9,Level 9,High,Jan-27-2018,4,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,7,Level 7,Moderate,Jan-20-2018,3,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,3,Level 3,Minimal,Jan-13-2018,2,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,3,Level 3,Minimal,Jan-06-2018,1,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,1,Level 1,Minimal,Dec-30-2017,52,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,1,Level 1,Minimal,Dec-23-2017,51,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,1,Level 1,Minimal,Dec-16-2017,50,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,1,Level 1,Minimal,Dec-09-2017,49,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,1,Level 1,Minimal,Dec-02-2017,48,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,1,Level 1,Minimal,Nov-25-2017,47,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,1,Level 1,Minimal,Nov-18-2017,46,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,1,Level 1,Minimal,Nov-11-2017,45,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,1,Level 1,Minimal,Nov-04-2017,44,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,1,Level 1,Minimal,Oct-28-2017,43,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,1,Level 1,Minimal,Oct-21-2017,42,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,1,Level 1,Minimal,Oct-14-2017,41,2017-18
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,1,Level 1,Minimal,Oct-07-2017,40,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,1,Level 1,Minimal,Oct-07-2017,40,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,1,Level 1,Minimal,Oct-14-2017,41,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,1,Level 1,Minimal,Oct-21-2017,42,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,1,Level 1,Minimal,Oct-28-2017,43,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,2,Level 2,Minimal,Nov-04-2017,44,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,2,Level 2,Minimal,Nov-11-2017,45,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,2,Level 2,Minimal,Nov-18-2017,46,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,3,Level 3,Minimal,Nov-25-2017,47,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,3,Level 3,Minimal,Dec-02-2017,48,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,3,Level 3,Minimal,Dec-09-2017,49,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,4,Level 4,Low,Dec-16-2017,50,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,5,Level 5,Low,Dec-23-2017,51,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,8,Level 8,High,Dec-30-2017,52,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,9,Level 9,High,Jan-06-2018,1,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,8,Level 8,High,Jan-13-2018,2,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,10,Level 10,High,Jan-20-2018,3,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,10,Level 10,High,Jan-27-2018,4,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,10,Level 10,High,Feb-03-2018,5,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,10,Level 10,High,Feb-10-2018,6,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,10,Level 10,High,Feb-17-2018,7,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,10,Level 10,High,Feb-24-2018,8,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,10,Level 10,High,Mar-03-2018,9,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,8,Level 8,High,Mar-10-2018,10,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,6,Level 6,Moderate,Mar-17-2018,11,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,4,Level 4,Low,Mar-24-2018,12,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,4,Level 4,Low,Mar-31-2018,13,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,3,Level 3,Minimal,Apr-07-2018,14,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,2,Level 2,Minimal,Apr-14-2018,15,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,1,Level 1,Minimal,Apr-21-2018,16,2017-18
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,1,Level 1,Minimal,Apr-28-2018,17,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,2,Level 2,Minimal,Apr-28-2018,17,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,2,Level 2,Minimal,Apr-21-2018,16,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,2,Level 2,Minimal,Apr-14-2018,15,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,3,Level 3,Minimal,Apr-07-2018,14,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,4,Level 4,Low,Mar-31-2018,13,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,6,Level 6,Moderate,Mar-24-2018,12,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,7,Level 7,Moderate,Mar-17-2018,11,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,8,Level 8,High,Mar-10-2018,10,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,10,Level 10,High,Mar-03-2018,9,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,10,Level 10,High,Feb-24-2018,8,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,10,Level 10,High,Feb-17-2018,7,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,10,Level 10,High,Feb-10-2018,6,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,10,Level 10,High,Feb-03-2018,5,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,10,Level 10,High,Jan-27-2018,4,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,10,Level 10,High,Jan-20-2018,3,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,10,Level 10,High,Jan-13-2018,2,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,10,Level 10,High,Jan-06-2018,1,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,10,Level 10,High,Dec-30-2017,52,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,7,Level 7,Moderate,Dec-23-2017,51,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,5,Level 5,Low,Dec-16-2017,50,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,3,Level 3,Minimal,Dec-09-2017,49,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,1,Level 1,Minimal,Dec-02-2017,48,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,3,Level 3,Minimal,Nov-25-2017,47,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,3,Level 3,Minimal,Nov-18-2017,46,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,2,Level 2,Minimal,Nov-11-2017,45,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,1,Level 1,Minimal,Nov-04-2017,44,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,1,Level 1,Minimal,Oct-28-2017,43,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,1,Level 1,Minimal,Oct-21-2017,42,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,1,Level 1,Minimal,Oct-14-2017,41,2017-18
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,1,Level 1,Minimal,Oct-07-2017,40,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",1,Level 1,Minimal,Oct-07-2017,40,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",1,Level 1,Minimal,Oct-14-2017,41,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",1,Level 1,Minimal,Oct-21-2017,42,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",1,Level 1,Minimal,Oct-28-2017,43,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",1,Level 1,Minimal,Nov-04-2017,44,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",1,Level 1,Minimal,Nov-11-2017,45,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",1,Level 1,Minimal,Nov-18-2017,46,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",1,Level 1,Minimal,Nov-25-2017,47,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",1,Level 1,Minimal,Dec-02-2017,48,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",1,Level 1,Minimal,Dec-09-2017,49,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",2,Level 2,Minimal,Dec-16-2017,50,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",5,Level 5,Low,Dec-23-2017,51,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",4,Level 4,Low,Dec-30-2017,52,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",7,Level 7,Moderate,Jan-06-2018,1,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",10,Level 10,High,Jan-13-2018,2,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",10,Level 10,High,Jan-20-2018,3,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",10,Level 10,High,Jan-27-2018,4,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",10,Level 10,High,Feb-03-2018,5,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",10,Level 10,High,Feb-10-2018,6,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",10,Level 10,High,Feb-17-2018,7,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",10,Level 10,High,Feb-24-2018,8,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",9,Level 9,High,Mar-03-2018,9,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",6,Level 6,Moderate,Mar-10-2018,10,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",5,Level 5,Low,Mar-17-2018,11,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",2,Level 2,Minimal,Mar-24-2018,12,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",2,Level 2,Minimal,Mar-31-2018,13,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",1,Level 1,Minimal,Apr-07-2018,14,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",1,Level 1,Minimal,Apr-14-2018,15,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",1,Level 1,Minimal,Apr-21-2018,16,2017-18
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",1,Level 1,Minimal,Apr-28-2018,17,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,2,Level 2,Minimal,Apr-28-2018,17,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,3,Level 3,Minimal,Apr-21-2018,16,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,3,Level 3,Minimal,Apr-14-2018,15,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,5,Level 5,Low,Apr-07-2018,14,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,5,Level 5,Low,Mar-31-2018,13,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,5,Level 5,Low,Mar-24-2018,12,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,6,Level 6,Moderate,Mar-17-2018,11,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,6,Level 6,Moderate,Mar-10-2018,10,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,7,Level 7,Moderate,Mar-03-2018,9,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,10,Level 10,High,Feb-24-2018,8,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,10,Level 10,High,Feb-17-2018,7,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,10,Level 10,High,Feb-10-2018,6,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,10,Level 10,High,Feb-03-2018,5,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,10,Level 10,High,Jan-27-2018,4,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,10,Level 10,High,Jan-20-2018,3,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,9,Level 9,High,Jan-13-2018,2,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,4,Level 4,Low,Jan-06-2018,1,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,6,Level 6,Moderate,Dec-30-2017,52,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,1,Level 1,Minimal,Dec-23-2017,51,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,1,Level 1,Minimal,Dec-16-2017,50,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,2,Level 2,Minimal,Dec-09-2017,49,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,1,Level 1,Minimal,Dec-02-2017,48,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,3,Level 3,Minimal,Nov-25-2017,47,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,2,Level 2,Minimal,Nov-18-2017,46,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,1,Level 1,Minimal,Nov-11-2017,45,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,1,Level 1,Minimal,Nov-04-2017,44,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,1,Level 1,Minimal,Oct-28-2017,43,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,1,Level 1,Minimal,Oct-21-2017,42,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,1,Level 1,Minimal,Oct-14-2017,41,2017-18
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,1,Level 1,Minimal,Oct-07-2017,40,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,1,Level 1,Minimal,Oct-07-2017,40,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,1,Level 1,Minimal,Oct-14-2017,41,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,1,Level 1,Minimal,Oct-21-2017,42,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,1,Level 1,Minimal,Oct-28-2017,43,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,1,Level 1,Minimal,Nov-04-2017,44,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,1,Level 1,Minimal,Nov-11-2017,45,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,1,Level 1,Minimal,Nov-18-2017,46,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,1,Level 1,Minimal,Nov-25-2017,47,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,1,Level 1,Minimal,Dec-02-2017,48,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,1,Level 1,Minimal,Dec-09-2017,49,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,1,Level 1,Minimal,Dec-16-2017,50,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,5,Level 5,Low,Dec-23-2017,51,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,2,Level 2,Minimal,Dec-30-2017,52,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,2,Level 2,Minimal,Jan-06-2018,1,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,6,Level 6,Moderate,Jan-13-2018,2,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,4,Level 4,Low,Jan-20-2018,3,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,4,Level 4,Low,Jan-27-2018,4,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,4,Level 4,Low,Feb-03-2018,5,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,6,Level 6,Moderate,Feb-10-2018,6,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,3,Level 3,Minimal,Feb-17-2018,7,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,4,Level 4,Low,Feb-24-2018,8,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,3,Level 3,Minimal,Mar-03-2018,9,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,1,Level 1,Minimal,Mar-10-2018,10,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,1,Level 1,Minimal,Mar-17-2018,11,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,1,Level 1,Minimal,Mar-24-2018,12,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,1,Level 1,Minimal,Mar-31-2018,13,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,1,Level 1,Minimal,Apr-07-2018,14,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,1,Level 1,Minimal,Apr-14-2018,15,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,1,Level 1,Minimal,Apr-21-2018,16,2017-18
North Dakota,http://www.ndflu.com/default.aspx,Influenza,1,Level 1,Minimal,Apr-28-2018,17,2017-18
Ohio,http://www.flu.ohio.gov%20,Influenza Information,1,Level 1,Minimal,Apr-28-2018,17,2017-18
Ohio,http://www.flu.ohio.gov%20,Influenza Information,1,Level 1,Minimal,Apr-21-2018,16,2017-18
Ohio,http://www.flu.ohio.gov%20,Influenza Information,1,Level 1,Minimal,Apr-14-2018,15,2017-18
Ohio,http://www.flu.ohio.gov%20,Influenza Information,1,Level 1,Minimal,Apr-07-2018,14,2017-18
Ohio,http://www.flu.ohio.gov%20,Influenza Information,1,Level 1,Minimal,Mar-31-2018,13,2017-18
Ohio,http://www.flu.ohio.gov%20,Influenza Information,1,Level 1,Minimal,Mar-24-2018,12,2017-18
Ohio,http://www.flu.ohio.gov%20,Influenza Information,1,Level 1,Minimal,Mar-17-2018,11,2017-18
Ohio,http://www.flu.ohio.gov%20,Influenza Information,1,Level 1,Minimal,Mar-10-2018,10,2017-18
Ohio,http://www.flu.ohio.gov%20,Influenza Information,1,Level 1,Minimal,Mar-03-2018,9,2017-18
Ohio,http://www.flu.ohio.gov%20,Influenza Information,6,Level 6,Moderate,Feb-24-2018,8,2017-18
